"",KR,"",G1,"Dual Intel Xeon Silver 4416+(2GHz), 40(20*2) Cores, 384GB RAM, 8 x 7.68TB SSD",SVR.VSVR.BM.C040.M384.LOCAL.SSD.B62914.G001,40,384,62914,0,USAGE_HH,Usage time (per hour),0,2024-05-01 16:33:13
"",KR,"",G1,"Dual Intel Xeon Silver 4416+(2GHz), 40(20*2) Cores, 384GB RAM, 8 x 7.68TB SSD",SVR.VSVR.BM.C040.M384.LOCAL.SSD.B62914.G001,40,384,62914,0,USAGE_MM,Usage time (per month),0,2024-05-01 16:33:13
b128gp8a32-g1-2s240+4nvme7680,KR,b128gp8a32-g1-2s240+4nvme7680,G1,"Tesla A100 GPU 8EA, Dual AMD Epyc Milan 7313(3.0 GHz), 32 cores, 2048GB RAM, 2 x 240GB SSD, 4 x 7.68TB NVMe SSD",SVR.VSVR.BM.GPU.A100.G008.C032.M2048.LOCAL.SSD.B31937.G001,32,2048,31937,8,USAGE_HH,Usage time (per hour),36.2127784,2024-05-01 16:33:13
b128gp8a32-g1-2s240+4nvme7680,KR,b128gp8a32-g1-2s240+4nvme7680,G1,"Tesla A100 GPU 8EA, Dual AMD Epyc Milan 7313(3.0 GHz), 32 cores, 2048GB RAM, 2 x 240GB SSD, 4 x 7.68TB NVMe SSD",SVR.VSVR.BM.GPU.A100.G008.C032.M2048.LOCAL.SSD.B31937.G001,32,2048,31937,8,USAGE_MM,Usage time (per month),26073.200448,2024-05-01 16:33:13
b144-g1-8s1945,JPN,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_HH,Usage time (per hour),3.8535189,2024-05-01 16:33:13
b144-g1-8s1945,JPN,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_MM,Usage time (per month),2774.533608,2024-05-01 16:33:13
b144-g1-8s1945,KR,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_HH,Usage time (per hour),3.8535189,2024-05-01 16:33:13
b144-g1-8s1945,KR,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_MM,Usage time (per month),2774.533608,2024-05-01 16:33:13
b144-g1-8s1945,SGN,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_HH,Usage time (per hour),3.8535189,2024-05-01 16:33:13
b144-g1-8s1945,SGN,b144-g1-8s1945,G1,"Dual Intel Xeon Gold 5220(2.2 GHz), 36 cores, 384GB, 8 x 1.9TB SSD",SVR.VSVR.BM.C036.M384.LOCAL.SSD.B15564.G001,36,384,15564,0,USAGE_MM,Usage time (per month),2774.533608,2024-05-01 16:33:13
b16-g1-4s1900,JPN,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_HH,Usage time (per hour),1.9343751,2024-05-01 16:33:13
b16-g1-4s1900,JPN,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_MM,Usage time (per month),1392.750072,2024-05-01 16:33:13
b16-g1-4s1900,KR,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_HH,Usage time (per hour),1.9343751,2024-05-01 16:33:13
b16-g1-4s1900,KR,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_MM,Usage time (per month),1392.750072,2024-05-01 16:33:13
b16-g1-4s1900,SGN,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_HH,Usage time (per hour),1.9343751,2024-05-01 16:33:13
b16-g1-4s1900,SGN,b16-g1-4s1900,G1,"Single Intel Xeon Silver 4215(2.6GHz), 8 Cores, 128GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C008.M128.LOCAL.SSD.B7782.G001,8,128,7782,0,USAGE_MM,Usage time (per month),1392.750072,2024-05-01 16:33:13
b192-g1-8s1900,JPN,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_HH,Usage time (per hour),4.1987617,2024-05-01 16:33:13
b192-g1-8s1900,JPN,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_MM,Usage time (per month),3023.3173104,2024-05-01 16:33:13
b192-g1-8s1900,KR,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_HH,Usage time (per hour),4.1987617,2024-05-01 16:33:13
b192-g1-8s1900,KR,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_MM,Usage time (per month),3023.3173104,2024-05-01 16:33:13
b192-g1-8s1900,SGN,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_HH,Usage time (per hour),4.1987617,2024-05-01 16:33:13
b192-g1-8s1900,SGN,b192-g1-8s1900,G1,"Dual Intel Xeon Gold 6248R(3.0GHz), 48 cores, 512GB RAM, 8 x 1.9TB SSD",SVR.VSVR.BM.C048.M512.LOCAL.SSD.B15564.G001,48,512,15564,0,USAGE_MM,Usage time (per month),3023.3173104,2024-05-01 16:33:13
b96-g1-4s1900,JPN,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_HH,Usage time (per hour),2.4718224,2024-05-01 16:33:13
b96-g1-4s1900,JPN,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_MM,Usage time (per month),1779.45102,2024-05-01 16:33:13
b96-g1-4s1900,KR,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_HH,Usage time (per hour),2.4718224,2024-05-01 16:33:13
b96-g1-4s1900,KR,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_MM,Usage time (per month),1779.45102,2024-05-01 16:33:13
b96-g1-4s1900,SGN,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_HH,Usage time (per hour),2.4718224,2024-05-01 16:33:13
b96-g1-4s1900,SGN,b96-g1-4s1900,G1,"Dual Intel Xeon Silver 4214(2.2GHz), 24 cores, 256GB RAM, 4 x 1.9TB SSD",SVR.VSVR.BM.C024.M256.LOCAL.SSD.B7782.G001,24,256,7782,0,USAGE_MM,Usage time (per month),1779.45102,2024-05-01 16:33:13
c16-g2-h100,JPN,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_HH,Usage time (per hour),0.6266592,2024-05-01 16:33:13
c16-g2-h100,JPN,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_MM,Usage time (per month),451.194624,2024-05-01 16:33:13
c16-g2-h100,KR,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_HH,Usage time (per hour),0.58024,2024-05-01 16:33:13
c16-g2-h100,KR,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_MM,Usage time (per month),417.7728,2024-05-01 16:33:13
c16-g2-h100,SGN,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_HH,Usage time (per hour),0.609252,2024-05-01 16:33:13
c16-g2-h100,SGN,c16-g2-h100,G2,"vCPU 16EA, Memory 32GB, Disk 100GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B100.G002,16,32,100,0,USAGE_MM,Usage time (per month),438.66144,2024-05-01 16:33:13
c16-g2-h50,JPN,c16-g2-h50,G2,"vCPU 16EA, Memory 32GB, Disk 50GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B050.G002,16,32,50,0,USAGE_HH,Usage time (per hour),0.623758,2024-05-01 16:33:13
c16-g2-h50,JPN,c16-g2-h50,G2,"vCPU 16EA, Memory 32GB, Disk 50GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B050.G002,16,32,50,0,USAGE_MM,Usage time (per month),449.10576,2024-05-01 16:33:13
c16-g2-h50,KR,c16-g2-h50,G2,"vCPU 16EA, Memory 32GB, Disk 50GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B050.G002,16,32,50,0,USAGE_HH,Usage time (per hour),0.5773388,2024-05-01 16:33:13
c16-g2-h50,KR,c16-g2-h50,G2,"vCPU 16EA, Memory 32GB, Disk 50GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B050.G002,16,32,50,0,USAGE_MM,Usage time (per month),415.683936,2024-05-01 16:33:13
c16-g2-h50,SGN,c16-g2-h50,G2,"vCPU 16EA, Memory 32GB, Disk 50GB",SVR.VSVR.HICPU.C016.M032.NET.HDD.B050.G002,16,32,50,0,USAGE_HH,Usage time (per hour),0.6063508,2024-05-01 16:33:13
